outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population
case,Nov-21,202146,18-29,all_types,"18,810","20,699,904","48,618","15,158,636"
case,Nov-21,202146,30-49,all_types,"46,054","39,068,364","74,899","16,856,838"
case,Nov-21,202146,50-64,all_types,"32,528","32,967,421","37,412","8,615,468"
case,Nov-21,202146,65-79,all_types,"16,817","24,720,437.10","15,843","2,722,070.20"
case,Nov-21,202146,80+,all_types,"5,545","7,180,429","4,378","1,274,585.90"
case,Nov-21,202146,all_ages_adj,all_types,"124,488","133,398,813.10","208,177","52,515,197.10"
case,Nov-21,202146,all_ages_adj,Janssen,"13,651","10,485,505","208,177","52,515,197.10"
case,Nov-21,202146,all_ages_adj,Moderna,"40,626","48,754,959","208,177","52,515,197.10"
case,Nov-21,202146,all_ages_adj,Pfizer,"70,106","74,063,529","208,177","52,515,197.10"
case,Nov-21,202147,12-17,all_types,"3,858","8,832,991","19,570","7,803,807"
case,Nov-21,202147,18-29,all_types,"16,958","20,858,221","42,052","14,964,211"
case,Nov-21,202147,30-49,all_types,"42,274","39,315,738","66,468","16,557,481"
case,Nov-21,202147,50-64,all_types,"29,661","33,101,602","34,081","8,403,277"
case,Nov-21,202147,65-79,all_types,"15,074","24,801,960.10","15,062","2,666,908.20"
case,Nov-21,202147,80+,all_types,"5,112","7,205,398","4,278","1,249,980.90"
case,Nov-21,202147,all_ages_adj,all_types,"112,937","134,115,910.10","181,511","51,645,665.10"
case,Nov-21,202147,all_ages_adj,Janssen,"12,216","10,571,600","181,511","51,645,665.10"
case,Nov-21,202147,all_ages_adj,Moderna,"36,198","48,973,279","181,511","51,645,665.10"
case,Nov-21,202147,all_ages_adj,Pfizer,"64,426","74,476,105","181,511","51,645,665.10"
case,Dec-21,202148,12-17,all_types,"6,977","8,899,243","33,535","7,725,404"
case,Dec-21,202148,18-29,all_types,"28,705","21,007,439","68,018","14,776,767"
case,Dec-21,202148,30-49,all_types,"62,471","39,549,921","98,086","16,258,032"
case,Dec-21,202148,50-64,all_types,"43,464","33,235,186","48,706","8,194,786.30"
case,Dec-21,202148,65-79,all_types,"21,013","24,878,662.10","20,363","2,603,694.20"
case,Dec-21,202148,80+,all_types,"6,611","7,229,401","5,392","1,225,879.90"
case,Dec-21,202148,all_ages_adj,all_types,"169,241","134,799,852.10","274,100","50,784,563.40"
case,Dec-21,202148,all_ages_adj,Janssen,"18,099","10,651,871","274,100","50,784,563.40"
case,Dec-21,202148,all_ages_adj,Moderna,"52,633","49,180,344","274,100","50,784,563.40"
case,Dec-21,202148,all_ages_adj,Pfizer,"98,336","74,872,433","274,100","50,784,563.40"
case,Dec-21,202149,5-11,all_types,31,"89,899","44,393","16,788,459"
case,Dec-21,202149,12-17,all_types,"7,017","8,959,014","31,301","7,648,764"
case,Dec-21,202149,18-29,all_types,"27,597","21,141,082","60,959","14,553,746"
case,Dec-21,202149,30-49,all_types,"56,370","39,757,090","89,119","15,907,790"
case,Dec-21,202149,50-64,all_types,"38,817","33,357,352","45,687","7,960,882.30"
case,Dec-21,202149,65-79,all_types,"17,800","24,937,679.10","19,416","2,543,660.20"
case,Dec-21,202149,80+,all_types,"5,654","7,247,100","5,192","1,201,687.90"
case,Dec-21,202149,all_ages_adj,all_types,"153,286","135,489,216.10","296,067","66,604,989.40"
case,Dec-21,202149,all_ages_adj,Janssen,"16,077","10,722,488","296,067","66,604,989.40"
case,Dec-21,202149,all_ages_adj,Moderna,"47,771","49,355,867","296,067","66,604,989.40"
case,Dec-21,202149,all_ages_adj,Pfizer,"89,287","75,315,371","296,067","66,604,989.40"
case,Dec-21,202150,5-11,all_types,665,"854,080","52,532","16,386,658"
case,Dec-21,202150,12-17,all_types,"15,499","9,049,507","38,132","7,566,481"
case,Dec-21,202150,18-29,all_types,"72,755","21,268,266","93,835","14,327,898"
case,Dec-21,202150,30-49,all_types,"106,942","39,955,620","118,303","15,594,673"
case,Dec-21,202150,50-64,all_types,"54,557","33,476,731","50,556","7,763,423.65"
case,Dec-21,202150,65-79,all_types,"21,749","24,994,631.10","19,770","2,492,423.20"
case,Dec-21,202150,80+,all_types,"5,772","7,262,734","5,051","1,181,257.90"
case,Dec-21,202150,all_ages_adj,all_types,"277,939","136,861,569.10","378,179","65,312,814.75"
case,Dec-21,202150,all_ages_adj,Janssen,"25,177","10,788,500","378,179","65,312,814.75"
case,Dec-21,202150,all_ages_adj,Moderna,"83,366","49,524,169","378,179","65,312,814.75"
case,Dec-21,202150,all_ages_adj,Pfizer,"169,208","76,453,176","378,179","65,312,814.75"
case,Dec-21,202151,5-11,all_types,"4,047","1,805,384","68,750","16,002,366"
case,Dec-21,202151,12-17,all_types,"41,488","9,150,890","55,078","7,471,982"
case,Dec-21,202151,18-29,all_types,"166,767","21,413,284","177,821","14,057,106"
case,Dec-21,202151,30-49,all_types,"244,568","40,182,133","212,697","15,267,271"
case,Dec-21,202151,50-64,all_types,"121,792","33,614,504","79,717","7,558,116.65"
case,Dec-21,202151,65-79,all_types,"42,967","25,058,023.10","27,955","2,442,475.20"
case,Dec-21,202151,80+,all_types,"9,751","7,280,104","7,195","1,161,843.90"
case,Dec-21,202151,all_ages_adj,all_types,"631,380","138,504,322.10","629,213","63,961,160.75"
case,Dec-21,202151,all_ages_adj,Janssen,"48,623","10,865,957","629,213","63,961,160.75"
case,Dec-21,202151,all_ages_adj,Moderna,"189,380","49,717,587","629,213","63,961,160.75"
case,Dec-21,202151,all_ages_adj,Pfizer,"393,044","77,824,789","629,213","63,961,160.75"
case,Dec-21,202152,5-11,all_types,"15,640","2,420,187","137,434","15,698,704"
case,Dec-21,202152,12-17,all_types,"87,382","9,231,403","99,241","7,388,913"
case,Dec-21,202152,18-29,all_types,"326,999","21,550,047","367,816","13,834,769"
case,Dec-21,202152,30-49,all_types,"532,822","40,392,499","457,369","14,993,928"
case,Dec-21,202152,50-64,all_types,"313,578","33,724,631","188,162","7,414,280.65"
case,Dec-21,202152,65-79,all_types,"124,913","25,132,871.10","65,163","2,391,479.20"
case,Dec-21,202152,80+,all_types,"30,993","7,316,916","16,780","1,126,396.90"
case,Dec-21,202152,all_ages_adj,all_types,"1,432,327","139,768,554.10","1,331,965","62,848,470.75"
case,Dec-21,202152,all_ages_adj,Janssen,"103,230","10,931,641","1,331,965","62,848,470.75"
case,Dec-21,202152,all_ages_adj,Moderna,"451,353","49,906,663","1,331,965","62,848,470.75"
case,Dec-21,202152,all_ages_adj,Pfizer,"876,752","78,833,624","1,331,965","62,848,470.75"
case,Jan-22,202201,5-11,all_types,"35,857","2,741,208","268,962","15,378,490"
case,Jan-22,202201,12-17,all_types,"167,737","9,299,202","178,593","7,281,325"
case,Jan-22,202201,18-29,all_types,"445,730","21,674,035","473,192","13,604,616"
case,Jan-22,202201,30-49,all_types,"696,702","40,563,289","587,396","14,714,523"
case,Jan-22,202201,50-64,all_types,"417,613","33,827,711","257,555","7,264,320.05"
case,Jan-22,202201,65-79,all_types,"169,982","25,177,463.70","90,918","2,355,365.20"
case,Jan-22,202201,80+,all_types,"44,849","7,328,848","25,873","1,113,895.90"
case,Jan-22,202201,all_ages_adj,all_types,"1,978,470","140,611,756.70","1,882,489","61,712,535.15"
case,Jan-22,202201,all_ages_adj,Janssen,"139,932","10,977,285","1,882,489","61,712,535.15"
case,Jan-22,202201,all_ages_adj,Moderna,"615,509","50,068,402","1,882,489","61,712,535.15"
case,Jan-22,202201,all_ages_adj,Pfizer,"1,221,265","79,469,640","1,882,489","61,712,535.15"
case,Jan-22,202202,5-11,all_types,"41,753","3,020,089","283,358","15,059,869"
case,Jan-22,202202,12-17,all_types,"164,085","9,362,604","199,112","7,162,530"
case,Jan-22,202202,18-29,all_types,"317,043","21,784,158","363,499","13,355,811"
case,Jan-22,202202,30-49,all_types,"566,892","40,712,065","493,903","14,414,078"
case,Jan-22,202202,50-64,all_types,"349,406","33,912,989","225,211","7,122,788.05"
case,Jan-22,202202,65-79,all_types,"157,722","25,210,084.70","85,062","2,323,612.10"
case,Jan-22,202202,80+,all_types,"43,673","7,337,029","25,534","1,102,240.95"
case,Jan-22,202202,all_ages_adj,all_types,"1,640,574","141,339,018.70","1,675,679","60,540,929.10"
case,Jan-22,202202,all_ages_adj,Janssen,"117,228","11,011,942","1,675,679","60,540,929.10"
case,Jan-22,202202,all_ages_adj,Moderna,"512,276","50,195,499","1,675,679","60,540,929.10"
case,Jan-22,202202,all_ages_adj,Pfizer,"1,009,408","80,035,896","1,675,679","60,540,929.10"
case,Jan-22,202203,5-11,all_types,"38,416","3,325,500","212,422","14,787,392"
case,Jan-22,202203,12-17,all_types,"113,306","9,443,217","141,459","7,046,740"
case,Jan-22,202203,18-29,all_types,"218,041","21,906,596","257,778","13,154,472"
case,Jan-22,202203,30-49,all_types,"430,562","40,875,312","374,932","14,181,547"
case,Jan-22,202203,50-64,all_types,"261,734","34,002,148","174,169","7,021,498.05"
case,Jan-22,202203,65-79,all_types,"129,649","25,244,184.70","70,905","2,298,641.10"
case,Jan-22,202203,80+,all_types,"37,842","7,345,354","22,273","1,093,121.95"
case,Jan-22,202203,all_ages_adj,all_types,"1,229,550","142,142,311.70","1,253,938","59,583,412.10"
case,Jan-22,202203,all_ages_adj,Janssen,"89,007","11,050,806","1,253,938","59,583,412.10"
case,Jan-22,202203,all_ages_adj,Moderna,"396,292","50,343,681","1,253,938","59,583,412.10"
case,Jan-22,202203,all_ages_adj,Pfizer,"743,047","80,653,057","1,253,938","59,583,412.10"
case,Jan-22,202204,5-11,all_types,"27,325","3,641,038","132,691","14,578,734"
case,Jan-22,202204,12-17,all_types,"62,344","9,535,414","81,978","6,955,250"
case,Jan-22,202204,18-29,all_types,"129,289","22,032,515","163,148","12,981,071"
case,Jan-22,202204,30-49,all_types,"261,947","41,041,831","239,597","13,984,531"
case,Jan-22,202204,50-64,all_types,"168,739","34,091,104","121,278","6,936,888.05"
case,Jan-22,202204,65-79,all_types,"94,203","25,277,916.70","54,971","2,276,598"
case,Jan-22,202204,80+,all_types,"28,523","7,353,802","17,766","1,085,244.95"
case,Jan-22,202204,all_ages_adj,all_types,"772,370","142,973,620.70","811,429","58,798,317"
case,Jan-22,202204,all_ages_adj,Janssen,"56,417","11,093,744","811,429","58,798,317"
case,Jan-22,202204,all_ages_adj,Moderna,"254,851","50,488,869","811,429","58,798,317"
case,Jan-22,202204,all_ages_adj,Pfizer,"460,394","81,297,040","811,429","58,798,317"
case,Feb-22,202205,5-11,all_types,"16,688","3,891,621","69,169","14,431,228"
case,Feb-22,202205,12-17,all_types,"31,379","9,619,743","41,393","6,885,906"
case,Feb-22,202205,18-29,all_types,"67,911","22,141,729","85,671","12,845,396"
case,Feb-22,202205,30-49,all_types,"140,566","41,183,150","127,193","13,832,338"
case,Feb-22,202205,50-64,all_types,"93,138","34,164,977","68,251","6,877,973.70"
case,Feb-22,202205,65-79,all_types,"58,176","25,304,967.70","34,177","2,261,635"
case,Feb-22,202205,80+,all_types,"19,310","7,360,637","11,878","1,079,609.95"
case,Feb-22,202205,all_ages_adj,all_types,"427,168","143,666,824.70","437,732","58,214,086.65"
case,Feb-22,202205,all_ages_adj,Janssen,"30,993","11,124,910","437,732","58,214,086.65"
case,Feb-22,202205,all_ages_adj,Moderna,"142,759","50,611,788","437,732","58,214,086.65"
case,Feb-22,202205,all_ages_adj,Pfizer,"252,926","81,836,826","437,732","58,214,086.65"
case,Feb-22,202206,5-11,all_types,"10,483","4,165,908","36,693","14,287,142"
case,Feb-22,202206,12-17,all_types,"17,381","9,707,504","22,019","6,819,322"
case,Feb-22,202206,18-29,all_types,"40,088","22,251,647","48,759","12,728,332"
case,Feb-22,202206,30-49,all_types,"81,993","41,323,265","71,418","13,695,137"
case,Feb-22,202206,50-64,all_types,"55,775","34,234,280","40,119","6,828,402.70"
case,Feb-22,202206,65-79,all_types,"37,818","25,329,641.70","22,680","2,247,497"
case,Feb-22,202206,80+,all_types,"13,463","7,366,620","7,931","1,074,432.95"
case,Feb-22,202206,all_ages_adj,all_types,"257,001","144,378,865.70","249,619","57,680,265.65"
case,Feb-22,202206,all_ages_adj,Janssen,"18,546","11,151,268","249,619","57,680,265.65"
case,Feb-22,202206,all_ages_adj,Moderna,"86,150","50,722,809","249,619","57,680,265.65"
case,Feb-22,202206,all_ages_adj,Pfizer,"151,968","82,412,097","249,619","57,680,265.65"
case,Feb-22,202207,5-11,all_types,"6,151","4,426,291","18,455","14,189,522"
case,Feb-22,202207,12-17,all_types,"9,782","9,791,851","11,567","6,772,458"
case,Feb-22,202207,18-29,all_types,"24,368","22,363,858","29,153","12,633,491"
case,Feb-22,202207,30-49,all_types,"46,904","41,462,371","39,757","13,586,478"
case,Feb-22,202207,50-64,all_types,"32,418","34,298,581","22,765","6,791,680.70"
case,Feb-22,202207,65-79,all_types,"23,156","25,351,132.70","13,482","2,237,717"
case,Feb-22,202207,80+,all_types,"8,676","7,371,949","4,945","1,070,365.95"
case,Feb-22,202207,all_ages_adj,all_types,"151,455","145,066,033.70","140,124","57,281,712.65"
case,Feb-22,202207,all_ages_adj,Janssen,"10,659","11,172,943","140,124","57,281,712.65"
case,Feb-22,202207,all_ages_adj,Moderna,"51,527","50,834,313","140,124","57,281,712.65"
case,Feb-22,202207,all_ages_adj,Pfizer,"89,074","82,966,605","140,124","57,281,712.65"
case,Feb-22,202208,5-11,all_types,"3,281","4,656,907","9,154","14,093,905"
case,Feb-22,202208,12-17,all_types,"4,814","9,870,557","5,866","6,728,297"
case,Feb-22,202208,18-29,all_types,"15,201","22,472,251","17,539","12,550,952"
case,Feb-22,202208,30-49,all_types,"28,160","41,593,209","23,480","13,492,485.85"
case,Feb-22,202208,50-64,all_types,"19,733","34,357,388","13,455","6,759,475.70"
case,Feb-22,202208,65-79,all_types,"14,900","25,370,976.70","8,259","2,229,245.80"
case,Feb-22,202208,80+,all_types,"5,836","7,376,834","3,331","1,067,069.95"
case,Feb-22,202208,all_ages_adj,all_types,"91,925","145,698,122.70","81,084","56,921,431.30"
case,Feb-22,202208,all_ages_adj,Janssen,"6,177","11,192,821","81,084","56,921,431.30"
case,Feb-22,202208,all_ages_adj,Moderna,"31,572","50,955,849","81,084","56,921,431.30"
case,Feb-22,202208,all_ages_adj,Pfizer,"54,088","83,457,867","81,084","56,921,431.30"
case,Mar-22,202209,5-11,all_types,"2,859","4,832,266","6,222","14,017,472"
case,Mar-22,202209,12-17,all_types,"3,795","9,934,061","4,151","6,691,111"
case,Mar-22,202209,18-29,all_types,"11,412","22,566,745","11,786","12,477,027"
case,Mar-22,202209,30-49,all_types,"19,941","41,704,245","15,401","13,414,054.85"
case,Mar-22,202209,50-64,all_types,"14,099","34,405,551","9,260","6,732,062.70"
case,Mar-22,202209,65-79,all_types,"10,662","25,387,853.70","5,807","2,221,825.80"
case,Mar-22,202209,80+,all_types,"4,125","7,381,220","2,193","1,063,938.95"
case,Mar-22,202209,all_ages_adj,all_types,"66,893","146,211,941.70","54,820","56,617,492.30"
case,Mar-22,202209,all_ages_adj,Janssen,"4,430","11,212,725","54,820","56,617,492.30"
case,Mar-22,202209,all_ages_adj,Moderna,"22,553","51,053,500","54,820","56,617,492.30"
case,Mar-22,202209,all_ages_adj,Pfizer,"39,843","83,854,623","54,820","56,617,492.30"
case,Mar-22,202210,5-11,all_types,"2,249","4,969,358","4,407","13,959,150"
case,Mar-22,202210,12-17,all_types,"2,773","9,986,978","2,867","6,662,763"
case,Mar-22,202210,18-29,all_types,"8,713","22,645,098","8,229","12,418,122"
case,Mar-22,202210,30-49,all_types,"15,159","41,794,232","10,743","13,352,505.20"
case,Mar-22,202210,50-64,all_types,"10,248","34,444,748","6,250","6,710,779.70"
case,Mar-22,202210,65-79,all_types,"7,701","25,401,768.70","3,785","2,216,166.80"
case,Mar-22,202210,80+,all_types,"2,913","7,384,819","1,484","1,061,626.95"
case,Mar-22,202210,all_ages_adj,all_types,"49,756","146,627,001.70","37,765","56,381,113.65"
case,Mar-22,202210,all_ages_adj,Janssen,"3,153","11,228,563","37,765","56,381,113.65"
case,Mar-22,202210,all_ages_adj,Moderna,"16,526","51,127,601","37,765","56,381,113.65"
case,Mar-22,202210,all_ages_adj,Pfizer,"30,012","84,179,862","37,765","56,381,113.65"
case,Mar-22,202211,5-11,all_types,"2,204","5,077,976","3,947","13,907,566"
case,Mar-22,202211,12-17,all_types,"2,930","10,029,566","2,834","6,635,152"
case,Mar-22,202211,18-29,all_types,"8,167","22,711,772","7,072","12,364,237"
case,Mar-22,202211,30-49,all_types,"15,150","41,871,156","9,499","13,295,953.20"
case,Mar-22,202211,50-64,all_types,"10,102","34,477,105","5,411","6,691,052.70"
case,Mar-22,202211,65-79,all_types,"6,982","25,413,752.70","3,321","2,210,115.25"
case,Mar-22,202211,80+,all_types,"2,510","7,387,960","1,260","1,059,216.95"
case,Mar-22,202211,all_ages_adj,all_types,"48,045","146,969,287.70","33,344","56,163,293.10"
case,Mar-22,202211,all_ages_adj,Janssen,"2,968","11,242,536","33,344","56,163,293.10"
case,Mar-22,202211,all_ages_adj,Moderna,"15,899","51,190,407","33,344","56,163,293.10"
case,Mar-22,202211,all_ages_adj,Pfizer,"29,105","84,445,832","33,344","56,163,293.10"
case,Mar-22,202212,5-11,all_types,"2,612","5,161,215","4,264","13,854,715"
case,Mar-22,202212,12-17,all_types,"3,098","10,063,326","2,687","6,603,261"
case,Mar-22,202212,18-29,all_types,"11,053","22,766,069","7,825","12,315,028"
case,Mar-22,202212,30-49,all_types,"17,881","41,933,710","9,377","13,244,216.20"
case,Mar-22,202212,50-64,all_types,"11,564","34,502,836","5,083","6,671,922.70"
case,Mar-22,202212,65-79,all_types,"7,718","25,423,462.70","2,861","2,204,810.25"
case,Mar-22,202212,80+,all_types,"2,524","7,390,433",973,"1,056,926.95"
case,Mar-22,202212,all_ages_adj,all_types,"56,450","147,241,051.70","33,070","55,950,880.10"
case,Mar-22,202212,all_ages_adj,Janssen,"3,308","11,253,946","33,070","55,950,880.10"
case,Mar-22,202212,all_ages_adj,Moderna,"18,359","51,241,660","33,070","55,950,880.10"
case,Mar-22,202212,all_ages_adj,Pfizer,"34,725","84,655,156","33,070","55,950,880.10"
case,Mar-22,202213,5-11,all_types,"2,773","5,230,927","3,657","13,807,487"
case,Mar-22,202213,12-17,all_types,"3,339","10,092,825","2,502","6,586,280"
case,Mar-22,202213,18-29,all_types,"13,134","22,814,666","9,219","12,272,281"
case,Mar-22,202213,30-49,all_types,"21,661","41,988,035","10,568","13,200,517.20"
case,Mar-22,202213,50-64,all_types,"14,215","34,525,133","5,399","6,652,162.70"
case,Mar-22,202213,65-79,all_types,"8,997","25,432,254.70","2,930","2,193,319.25"
case,Mar-22,202213,80+,all_types,"2,803","7,392,775","1,083","1,052,694.95"
case,Mar-22,202213,all_ages_adj,all_types,"66,922","147,476,615.70","35,358","55,764,742.10"
case,Mar-22,202213,all_ages_adj,Janssen,"4,006","11,264,318","35,358","55,764,742.10"
case,Mar-22,202213,all_ages_adj,Moderna,"21,917","51,287,025","35,358","55,764,742.10"
case,Mar-22,202213,all_ages_adj,Pfizer,"40,944","84,835,031","35,358","55,764,742.10"
case,Apr-22,202214,5-11,all_types,"3,634","5,293,612","4,431","13,780,925"
case,Apr-22,202214,12-17,all_types,"4,368","10,118,853","3,073","6,568,815"
case,Apr-22,202214,18-29,all_types,"16,999","22,855,309","11,482","12,231,059"
case,Apr-22,202214,30-49,all_types,"28,408","42,033,395","12,786","13,158,894.20"
case,Apr-22,202214,50-64,all_types,"19,379","34,544,421","6,823","6,627,894.70"
case,Apr-22,202214,65-79,all_types,"12,228","25,440,794.70","3,553","2,175,260.25"
case,Apr-22,202214,80+,all_types,"3,874","7,395,224","1,278","1,044,443.95"
case,Apr-22,202214,all_ages_adj,all_types,"88,890","147,681,608.70","43,426","55,587,292.10"
case,Apr-22,202214,all_ages_adj,Janssen,"4,908","11,274,714","43,426","55,587,292.10"
case,Apr-22,202214,all_ages_adj,Moderna,"29,141","51,324,056","43,426","55,587,292.10"
case,Apr-22,202214,all_ages_adj,Pfizer,"54,775","84,993,065","43,426","55,587,292.10"
case,Apr-22,202215,5-11,all_types,"4,383","5,344,091","5,111","13,757,675"
case,Apr-22,202215,12-17,all_types,"5,269","10,139,663","3,383","6,555,621"
case,Apr-22,202215,18-29,all_types,"21,612","22,890,815","14,164","12,188,659"
case,Apr-22,202215,30-49,all_types,"37,183","42,072,886","16,154","13,115,718.20"
case,Apr-22,202215,50-64,all_types,"26,327","34,567,712","8,650","6,601,904.70"
case,Apr-22,202215,65-79,all_types,"16,616","25,459,519.70","4,632","2,156,786.70"
case,Apr-22,202215,80+,all_types,"5,464","7,400,505","1,655","1,035,609.95"
case,Apr-22,202215,all_ages_adj,all_types,"116,854","147,875,191.70","53,749","55,411,974.55"
case,Apr-22,202215,all_ages_adj,Janssen,"6,385","11,284,353","53,749","55,411,974.55"
case,Apr-22,202215,all_ages_adj,Moderna,"38,774","51,366,236","53,749","55,411,974.55"
case,Apr-22,202215,all_ages_adj,Pfizer,"71,559","85,136,484","53,749","55,411,974.55"
case,Apr-22,202216,5-11,all_types,"4,874","5,382,550","6,328","13,728,844"
case,Apr-22,202216,12-17,all_types,"5,727","10,156,639","3,751","6,537,138"
case,Apr-22,202216,18-29,all_types,"24,490","22,922,099","16,421","12,154,338"
case,Apr-22,202216,30-49,all_types,"43,691","42,107,287","19,867","13,080,207.20"
case,Apr-22,202216,50-64,all_types,"30,692","34,606,451","10,429","6,579,225.70"
case,Apr-22,202216,65-79,all_types,"20,489","25,520,665.70","5,567","2,140,546.70"
case,Apr-22,202216,80+,all_types,"7,385","7,418,485","2,139","1,027,219.95"
case,Apr-22,202216,all_ages_adj,all_types,"137,348","148,114,176.70","64,502","55,247,519.55"
case,Apr-22,202216,all_ages_adj,Janssen,"7,648","11,293,005","64,502","55,247,519.55"
case,Apr-22,202216,all_ages_adj,Moderna,"46,037","51,440,778","64,502","55,247,519.55"
case,Apr-22,202216,all_ages_adj,Pfizer,"83,525","85,295,252","64,502","55,247,519.55"
case,Apr-22,202217,5-11,all_types,"7,132","5,416,208","9,507","13,703,015"
case,Apr-22,202217,12-17,all_types,"8,630","10,172,020","5,884","6,522,240"
case,Apr-22,202217,18-29,all_types,"30,641","22,950,832","19,974","12,119,937"
case,Apr-22,202217,30-49,all_types,"56,937","42,139,119","25,393","13,045,146.20"
case,Apr-22,202217,50-64,all_types,"39,466","34,645,133","13,096","6,557,069.70"
case,Apr-22,202217,65-79,all_types,"25,105","25,580,921.55","6,929","2,125,682.70"
case,Apr-22,202217,80+,all_types,"9,109","7,438,584","2,877","1,019,078.95"
case,Apr-22,202217,all_ages_adj,all_types,"177,020","148,342,817.60","83,660","55,092,169.55"
case,Apr-22,202217,all_ages_adj,Janssen,"9,522","11,301,244","83,660","55,092,169.55"
case,Apr-22,202217,all_ages_adj,Moderna,"58,579","51,513,845","83,660","55,092,169.55"
case,Apr-22,202217,all_ages_adj,Pfizer,"108,745","85,447,723","83,660","55,092,169.55"
case,May-22,202218,5-11,all_types,"9,838","5,446,305","13,180","13,678,389"
case,May-22,202218,12-17,all_types,"12,146","10,187,458","8,473","6,508,327"
case,May-22,202218,18-29,all_types,"38,082","22,977,004","25,294","12,086,763"
case,May-22,202218,30-49,all_types,"74,521","42,167,316","33,522","13,011,055.20"
case,May-22,202218,50-64,all_types,"51,738","34,679,138","17,279","6,536,149.70"
case,May-22,202218,65-79,all_types,"31,756","25,628,561.55","8,805","2,112,452.70"
case,May-22,202218,80+,all_types,"10,705","7,456,081","3,373","1,011,793.95"
case,May-22,202218,all_ages_adj,all_types,"228,786","148,541,863.60","109,926","54,944,930.55"
case,May-22,202218,all_ages_adj,Janssen,"12,294","11,309,282","109,926","54,944,930.55"
case,May-22,202218,all_ages_adj,Moderna,"75,901","51,575,809","109,926","54,944,930.55"
case,May-22,202218,all_ages_adj,Pfizer,"140,314","85,581,281","109,926","54,944,930.55"
case,May-22,202219,5-11,all_types,"12,230","5,474,396","17,447","13,653,197"
case,May-22,202219,12-17,all_types,"15,155","10,203,166","11,445","6,491,525"
case,May-22,202219,18-29,all_types,"43,397","23,003,238","30,477","12,052,927"
case,May-22,202219,30-49,all_types,"89,755","42,195,127","43,325","12,978,538.20"
case,May-22,202219,50-64,all_types,"63,275","34,711,372","22,584","6,515,402.70"
case,May-22,202219,65-79,all_types,"38,268","25,669,052.55","11,295","2,099,720.70"
case,May-22,202219,80+,all_types,"12,968","7,472,051","4,373","1,004,872.95"
case,May-22,202219,all_ages_adj,all_types,"275,048","148,728,402.60","140,946","54,796,183.55"
case,May-22,202219,all_ages_adj,Janssen,"14,886","11,316,906","140,946","54,796,183.55"
case,May-22,202219,all_ages_adj,Moderna,"90,803","51,633,015","140,946","54,796,183.55"
case,May-22,202219,all_ages_adj,Pfizer,"169,007","85,706,963","140,946","54,796,183.55"
case,May-22,202220,5-11,all_types,"11,621","5,499,939","17,706","13,626,102"
case,May-22,202220,12-17,all_types,"16,609","10,216,611","12,570","6,474,739"
case,May-22,202220,18-29,all_types,"47,833","23,029,088","34,144","12,017,383"
case,May-22,202220,30-49,all_types,"96,242","42,222,493","49,558","12,942,821.20"
case,May-22,202220,50-64,all_types,"68,880","34,742,650","26,416","6,493,119.70"
case,May-22,202220,65-79,all_types,"41,634","25,705,496.55","13,150","2,086,905.70"
case,May-22,202220,80+,all_types,"13,983","7,486,245","4,883","997,821.95"
case,May-22,202220,all_ages_adj,all_types,"296,802","148,902,522.60","158,427","54,638,892.55"
case,May-22,202220,all_ages_adj,Janssen,"16,050","11,324,373","158,427","54,638,892.55"
case,May-22,202220,all_ages_adj,Moderna,"98,414","51,686,866","158,427","54,638,892.55"
case,May-22,202220,all_ages_adj,Pfizer,"181,964","85,823,351","158,427","54,638,892.55"
case,May-22,202221,5-11,all_types,"10,852","5,523,593","15,910","13,596,954"
case,May-22,202221,12-17,all_types,"16,448","10,229,833","11,652","6,459,128"
case,May-22,202221,18-29,all_types,"48,940","23,053,176","35,075","11,984,019"
case,May-22,202221,30-49,all_types,"95,210","42,248,013","49,813","12,909,190.20"
case,May-22,202221,50-64,all_types,"68,968","34,772,650","26,802","6,470,624.70"
case,May-22,202221,65-79,all_types,"42,183","25,739,483.55","13,486","2,074,480.70"
case,May-22,202221,80+,all_types,"13,922","7,498,536","4,883","991,386.95"
case,May-22,202221,all_ages_adj,all_types,"296,523","149,065,284.60","157,621","54,485,783.55"
case,May-22,202221,all_ages_adj,Janssen,"15,847","11,330,140","157,621","54,485,783.55"
case,May-22,202221,all_ages_adj,Moderna,"99,072","51,737,074","157,621","54,485,783.55"
case,May-22,202221,all_ages_adj,Pfizer,"181,257","85,933,430","157,621","54,485,783.55"
case,Jun-22,202222,5-11,all_types,"8,638","5,547,744","12,784","13,573,459"
case,Jun-22,202222,12-17,all_types,"12,899","10,243,363","9,002","6,445,430"
case,Jun-22,202222,18-29,all_types,"47,274","23,077,175","36,127","11,955,956"
case,Jun-22,202222,30-49,all_types,"91,537","42,274,007","51,142","12,882,523.20"
case,Jun-22,202222,50-64,all_types,"66,245","34,804,399","26,948","6,453,318.70"
case,Jun-22,202222,65-79,all_types,"41,907","25,773,284.55","14,081","2,065,650.70"
case,Jun-22,202222,80+,all_types,"14,078","7,510,789","4,972","987,036.95"
case,Jun-22,202222,all_ages_adj,all_types,"282,578","149,230,761.60","155,056","54,363,374.55"
case,Jun-22,202222,all_ages_adj,Janssen,"15,424","11,335,759","155,056","54,363,374.55"
case,Jun-22,202222,all_ages_adj,Moderna,"97,428","51,788,796","155,056","54,363,374.55"
